NanogKO_0h_1 NanogKO_0h_2 NanogKO_0h_3 NanogKO_12h_1 NanogKO_12h_2 NanogKO_12h_3 NanogKO_24h_1 NanogKO_24h_2 NanogKO_24h_3 WT_0h_1 WT_0h_2 WT_12h_1 WT_12h_2 WT_12h_3 WT_24h_1 WT_24h_2 WT_24h_3
Bhlhe22 11 11 11 12 7 2 4 8 1 8 56 18 9 2 9 13 18
Cyp7b1 41 31 51 59 46 37 60 45 22 31 41 42 17 15 22 46 36
4930433B08Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Armc1 1514 1433 1711 1635 1598 1065 1994 1308 851 1103 1746 2275 792 583 1334 1721 2084
Mtfr1 1860 1786 2101 1970 1823 1048 2040 1351 848 1066 1730 2522 814 625 1371 1769 2050
Pde7a 1058 1012 1211 1066 959 563 1276 892 524 798 1530 1929 702 519 1280 1770 1807
Dnajc5b 2 1 2 2 1 1 2 2 2 1 0 0 1 0 0 0 2
Trim55 0 0 1 0 1 0 0 0 0 0 1 0 1 0 2 1 0
Crh 0 0 0 1 1 0 0 0 1 1 1 0 1 0 0 0 0
4632415L05Rik 126 113 154 150 156 102 173 123 87 81 161 311 88 78 160 203 226
Cp 15 13 18 6 10 4 7 6 5 16 24 24 7 5 11 18 21
Hps3 237 255 282 292 234 134 318 194 145 146 259 451 148 120 303 346 391
Hltf 882 869 1079 711 650 356 822 530 345 688 1202 1628 563 425 869 1243 1294
Gyg 377 359 380 270 234 171 245 183 102 275 461 446 154 108 157 238 256
Cpa3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Mir7007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Cpb1 3 0 3 2 4 0 2 1 1 0 0 2 2 4 0 1 2
Agtr1b 2 1 1 0 2 0 4 1 0 0 0 7 0 0 0 1 4
Tbl1xr1 701 718 842 1028 917 531 1151 706 462 550 1102 1934 691 518 1106 1592 1791
Rprl2 2 4 0 14 4 4 15 8 2 2 2 8 3 11 3 13 9
Nlgn1 0 0 0 0 0 1 0 0 0 0 0 2 0 1 2 3 2
Spata16 2 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 2
Ect2 2713 2693 3414 2453 2209 1301 2770 1867 1116 1857 3385 4545 1433 1245 2549 3574 3918
1700125G22Rik 2 3 0 0 1 2 1 1 0 0 0 3 1 0 2 1 1
Nceh1 329 347 437 352 323 208 365 239 148 152 310 434 141 110 193 291 315
Tnfsf10 0 1 0 1 2 2 3 2 1 1 0 3 0 0 0 1 3
Ghsr 0 0 2 2 0 3 5 1 2 1 4 6 2 0 3 7 5
Fndc3b 739 743 982 639 577 405 747 447 283 370 778 1035 435 264 533 713 826
Mir3092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tmem212 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
Pld1 77 63 67 49 33 28 59 25 22 34 52 173 34 40 163 169 182
Tnik 69 50 73 48 30 19 47 29 11 30 78 133 49 28 65 78 97
Slc2a2 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 3
Eif5a2 282 251 318 260 256 139 392 262 180 251 449 499 158 140 290 427 421
Rpl22l1 3456 3280 4105 3034 2797 1465 3885 2428 2301 2842 3827 5611 1742 1380 5391 5841 5381
Gm1527 1 0 2 2 0 0 2 0 0 0 0 1 0 1 0 1 0
Egfem1 0 0 1 0 0 0 0 0 0 0 0 4 1 0 9 3 8
Mir551b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir21b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Manr 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mecom 11 10 8 23 16 15 27 14 14 19 56 59 30 26 41 56 74
Actrt3 2 3 2 0 1 0 6 0 0 1 1 6 1 0 1 0 1
Mynn 606 578 645 722 698 437 774 480 345 331 587 1037 338 280 618 728 797
Lrrc34 329 311 392 217 195 113 193 92 68 176 288 528 159 113 173 263 271
Lrriq4 40 61 69 54 48 33 36 16 12 39 52 101 49 25 72 82 74
Samd7 7 9 7 7 6 10 15 6 6 5 8 25 7 6 9 16 13
Sec62 1849 1853 2162 1832 1631 1063 1896 1216 929 1276 2186 3051 987 811 1408 1795 2172
Gpr160 208 216 249 131 116 82 118 99 80 48 79 154 46 35 87 98 112
Phc3 294 337 409 368 309 223 435 299 191 171 271 481 171 117 246 300 396
Prkci 5526 5088 6614 5700 5202 3173 6385 4248 2591 2560 4899 6208 2143 1582 3688 5196 5869
Mir7008 1 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0
Skil 3119 3066 3729 2882 2720 1578 4594 2866 1742 1768 3006 3637 1243 945 3184 4340 4865
Cldn11 2 3 5 3 8 5 3 3 2 8 10 10 11 2 7 6 5
Slc7a14 8 10 14 7 15 5 6 6 3 7 8 18 7 3 7 9 9
Kcnmb2 0 3 1 7 10 8 6 5 6 0 0 1 0 1 2 2 5
Zmat3 1258 1335 1658 1814 1760 1179 2334 1497 998 1262 2692 4071 1419 1040 2095 2829 3214
4930429B21Rik 34 41 39 37 30 17 30 16 17 22 63 81 25 29 51 68 70
Pik3ca 580 580 723 546 612 366 582 402 253 436 823 1232 369 329 613 858 934
Kcnmb3 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1
Zfp639 478 456 608 526 514 294 544 357 243 374 609 801 280 229 506 652 724
Mfn1 1048 1066 1305 1147 1030 718 1268 846 563 1012 1781 2230 719 551 1030 1519 1697
Gnb4 553 576 702 416 422 245 515 329 221 342 487 550 184 144 312 390 534
Actl6a 3009 2738 3272 3219 3079 1993 4382 2718 2014 3192 4995 7561 2685 2050 4846 5619 6417
Mrpl47 611 620 671 802 670 440 1126 731 569 559 670 1244 402 287 823 1035 1149
Ndufb5 1619 1476 1816 1686 1392 1023 1682 1109 873 1064 1698 2446 802 638 1371 1679 1910
Usp13 150 169 243 297 234 124 312 179 133 115 232 298 112 85 171 202 251
Pex5l 0 2 5 4 4 2 12 7 1 0 5 6 4 2 8 5 12
4930419G24Rik 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Ttc14 639 711 939 843 818 465 1126 773 495 548 961 1635 523 486 880 1497 1443
Ccdc39 37 24 40 33 36 25 36 22 17 23 34 71 24 22 36 42 58
Fxr1 5444 5437 6357 5616 5353 3113 6856 4428 3037 4018 6783 8572 2849 2205 4943 6716 7640
Dnajc19 846 808 936 777 677 453 971 657 531 517 813 1130 378 260 910 1066 1097
Sox2ot 28 25 44 49 33 24 38 22 13 13 38 66 22 14 26 41 48
Mir1897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Sox2 7147 7159 8398 8043 7613 4918 7166 4632 3464 5803 11470 15989 5700 3982 8307 9560 11098
Gm3143 5 7 8 4 9 7 10 11 4 1 12 4 2 3 9 8 18
Peril 21 19 43 28 35 15 30 10 13 8 22 71 28 14 30 52 60
Mir6378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm6639 1 3 2 1 6 1 9 2 0 0 6 9 2 1 0 2 4
Atp11b 2397 2231 2841 1893 1696 1095 2714 1716 1067 1235 2326 2179 726 573 1631 2184 2450
Dcun1d1 618 683 741 582 532 362 690 438 253 559 972 996 298 245 482 726 916
Mccc1 517 516 570 474 413 246 501 340 236 240 425 808 242 210 379 483 566
Mccc1os 2 0 5 1 2 2 1 1 3 2 2 0 1 0 2 3 2
Ccdc144b 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Acad9 997 959 1097 1354 1196 753 1313 858 608 709 1131 2180 747 562 959 1292 1515
D3Ertd254e 232 239 314 302 271 130 271 206 119 203 350 545 191 120 242 342 411
Qrfpr 5 3 1 4 2 0 0 0 0 0 6 2 4 2 1 0 2
Anxa5 1853 1921 2234 1214 1131 654 1046 636 452 1952 3087 4415 1575 1061 1482 1787 2155
Mir7009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
1810062G17Rik 2 4 6 5 4 1 1 3 2 2 1 6 1 0 2 2 3
Gm11548 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0
Gm11549 0 2 0 0 3 1 1 1 1 0 3 2 0 2 0 0 5
Exosc9 751 756 822 717 674 418 867 585 368 600 930 1171 384 312 643 814 937
Ccna2 5066 4674 5699 3867 3602 2286 4900 3251 2092 2936 5283 5850 1841 1502 3274 4281 4881
Bbs7 82 64 71 101 79 42 123 98 66 69 102 195 57 47 132 155 156
Trpc3 2 0 1 1 0 0 4 6 4 12 9 20 6 3 11 30 20
4932438A13Rik 660 688 888 1327 1232 756 1385 950 557 411 568 1841 604 478 865 1168 1330
Adad1 0 5 5 3 3 2 8 9 1 3 2 4 2 2 4 10 3
Il2 6 2 1 3 3 1 0 5 1 0 2 3 0 0 2 2 2
Il21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
Cetn4 19 17 20 20 18 8 19 13 8 14 28 31 7 8 23 33 28
Bbs12 66 101 115 76 87 39 129 77 68 78 143 201 60 54 120 140 159
Fgf2 3 2 5 10 2 6 1 0 1 1 12 13 4 1 1 0 1
Nudt6 34 29 36 67 43 36 30 28 25 20 55 65 15 22 47 32 43
Spata5 1836 1772 2084 1862 1789 1058 2269 1516 945 1029 1583 2310 813 644 1202 1637 2028
Spry1 322 323 348 440 452 279 638 423 370 225 513 899 349 233 615 709 844
Gm5148 16996 15883 18649 16709 15342 9503 17751 11601 9524 13409 19533 27175 9408 6716 17233 19739 21664
Gm20755 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
5430434I15Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ankrd50 252 258 358 204 196 140 303 170 131 261 487 568 178 123 344 384 480
Fat4 6 3 2 5 9 4 11 5 7 11 13 186 56 55 127 148 186
1700017G19Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Intu 221 196 229 188 175 133 253 146 99 139 226 465 146 116 225 276 301
Slc25a31 197 179 205 190 155 92 171 128 99 80 97 261 70 59 122 143 178
Hspa4l 258 215 270 88 125 60 139 93 63 100 176 251 98 54 134 201 195
Plk4 1006 1021 1161 981 877 528 1105 724 473 793 1420 1954 622 511 1091 1378 1589
Mfsd8 127 124 201 143 119 58 138 93 56 75 131 170 43 41 81 133 116
Gm2011 25 25 31 5 6 11 3 6 4 7 15 13 2 1 9 9 12
Gm10731 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0
3110057O12Rik 180 174 169 43 37 34 43 49 15 85 124 70 22 19 41 43 54
1700034I23Rik 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0
Larp1b 301 286 304 255 235 123 396 261 173 165 238 301 102 79 237 330 346
Pgrmc2 1121 1135 1286 1379 1356 870 1745 1049 776 868 1942 2487 803 616 1483 1835 2192
C430002E04Rik 246 229 299 135 148 91 237 207 133 135 208 249 86 73 212 291 350
Jade1 8209 7778 9896 7867 7387 4631 8397 5559 3426 3103 5590 9904 3298 2519 5890 7882 8515
Sclt1 162 153 198 199 217 112 314 240 120 165 286 534 164 163 377 563 562
D3Ertd751e 65 61 97 59 74 41 121 97 45 64 89 166 68 41 128 211 195
2610316D01Rik 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0
Pcdh10 1 0 2 4 4 3 15 7 9 6 12 8 1 2 7 9 10
1700027H10Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pabpc4l 50 59 60 30 36 20 53 17 32 49 82 117 38 27 65 114 107
Gm7977 570 527 611 801 683 472 878 588 426 430 720 1101 417 318 624 841 932
1700018B24Rik 81 79 74 30 31 21 29 17 9 36 61 57 22 9 34 43 35
Pcdh18 11 27 19 6 7 4 12 3 2 112 278 192 66 50 121 144 184
Slc7a11 4555 4407 4956 4682 4355 2821 5992 3805 2946 3699 5550 6740 2426 1865 5182 5658 6342
Ccrn4l 2147 2140 2541 2193 2089 1316 2276 1674 1027 1044 1826 3027 960 825 1460 1919 2095
Elf2 904 839 1049 935 876 566 894 542 395 670 1346 1623 538 412 710 966 1078
4930577N17Rik 9 5 8 4 5 3 4 11 6 9 9 6 3 2 7 4 7
Mgarp 1122 1015 1105 476 362 219 306 217 134 346 443 248 81 50 143 164 193
Ndufc1 903 781 937 643 603 386 669 471 383 572 891 986 346 248 707 796 902
Naa15 3938 3817 4772 4421 4018 2543 5082 3427 2145 2727 5325 7316 2365 1943 4124 5615 6393
Rab33b 86 117 131 221 151 112 185 167 97 105 178 292 101 76 160 182 213
Setd7 394 437 527 521 478 290 653 474 249 685 1543 1250 423 328 549 738 974
5031434O11Rik 1 1 0 1 3 0 1 1 0 1 0 5 1 1 0 0 1
Mgst2 13 13 8 30 38 15 26 14 10 0 1 15 14 3 16 10 11
Maml3 37 27 31 50 64 43 42 34 21 173 315 384 138 89 135 139 200
Foxo1 1039 891 1147 808 785 478 936 595 364 474 950 1158 373 296 680 848 939
Gm2447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Gm20750 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0
Cog6 699 637 810 545 495 304 498 397 238 441 772 965 307 253 550 732 761
Lhfp 118 128 152 50 50 35 56 40 24 187 329 291 115 70 148 188 225
Nhlrc3 157 133 195 142 137 84 168 112 84 69 166 204 86 53 95 130 153
Proser1 553 624 707 572 571 368 765 453 346 530 1115 1212 407 268 692 785 979
Stoml3 1 0 0 2 0 0 0 1 2 0 0 0 1 0 2 0 2
Frem2 293 328 426 414 411 291 470 345 180 544 951 522 187 140 231 283 375
Ufm1 983 970 1143 1252 1088 696 1533 947 631 682 1082 1549 505 387 891 1102 1283
Trpc4 0 0 0 0 0 1 1 1 0 0 0 0 0 0 2 5 2
Postn 384 462 509 307 200 176 169 79 87 226 410 381 110 108 156 251 324
Supt20 1373 1322 1724 1135 997 622 1493 962 631 817 1646 1849 641 499 1282 1597 1721
Exosc8 1669 1481 1841 1320 1313 761 1488 1016 762 1168 1854 2368 791 598 1440 1776 1939
Alg5 315 369 384 341 379 213 386 284 226 277 436 661 217 165 297 409 460
Smad9 13 20 26 20 10 16 17 25 20 12 11 15 2 2 17 12 15
Rfxap 176 209 246 143 127 79 182 125 95 236 540 312 93 75 141 149 182
Sertm1 29 17 28 25 24 18 15 11 11 11 22 34 5 7 13 17 27
Ccna1 21 9 11 8 6 4 8 6 1 5 13 11 3 2 9 8 9
4931419H13Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Spg20 734 656 830 588 562 343 638 421 269 674 1238 1324 477 319 575 695 823
Ccdc169 21 17 25 8 7 6 6 8 5 4 9 10 8 3 8 11 12
Sohlh2 1163 1201 1501 813 788 474 734 547 404 751 1333 1655 508 460 1052 1218 1217
Dclk1 20 28 40 56 36 33 54 25 26 39 66 157 50 41 50 103 110
Nbea 77 135 118 97 102 65 178 111 86 119 230 367 147 103 273 356 471
Mab21l1 1 1 0 4 1 1 1 2 0 0 5 8 4 4 3 4 5
4933417G07Rik 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
Tm4sf1 51 70 63 60 77 46 61 39 50 31 62 144 39 28 28 35 77
Tm4sf4 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
Wwtr1 1138 1131 1319 1139 1069 708 1559 947 715 802 1577 1661 577 389 747 935 1119
Commd2 539 477 593 566 552 348 642 440 347 455 664 1053 357 282 596 711 808
Ankub1 0 0 0 1 1 0 1 0 0 0 0 3 2 0 0 3 1
Rnf13 407 434 467 368 281 163 415 274 166 350 530 598 200 179 328 474 511
Pfn2 224 253 296 287 294 167 397 240 165 318 549 575 181 128 362 441 576
1700007F19Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Tsc22d2 583 578 687 748 726 446 743 528 354 387 933 1224 385 342 661 770 866
Serp1 1687 1581 1833 1823 1669 1057 2654 1768 1220 1739 3238 3662 1237 980 2415 3053 3295
Eif2a 2623 2410 2908 2634 2335 1552 3411 2276 1482 2085 3237 4825 1533 1278 2987 3631 4111
Selt 3272 3154 4122 3280 2911 1794 3583 2308 1407 2410 4167 5099 1705 1412 2490 3547 3981
Erich6 4 2 0 0 0 1 1 2 0 0 1 2 1 0 2 0 2
Gm8234 138 140 172 233 215 119 311 163 161 148 275 418 152 102 237 342 405
Siah2 134 145 154 116 100 66 98 74 43 166 365 183 67 36 98 137 114
4930593A02Rik 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Clrn1 9 5 3 0 0 0 1 0 3 0 1 2 0 0 0 0 1
Med12l 264 250 255 166 125 85 104 61 43 63 130 135 44 46 43 67 86
Gpr171 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0
P2ry14 3 6 5 2 5 5 4 2 0 4 4 8 2 0 3 2 3
F630111L10Rik 3 0 0 2 1 0 1 1 1 0 0 1 0 1 2 3 0
Gpr87 1 0 0 1 0 0 3 0 0 0 7 2 0 0 2 1 3
P2ry13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
P2ry12 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
Igsf10 30 48 50 29 28 13 30 13 16 113 199 209 84 65 78 101 129
Gm5538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm8298 0 0 0 1 1 1 0 1 0 1 0 4 0 0 0 0 1
C130079G13Rik 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Gm9696 0 1 3 0 2 0 0 1 0 0 0 0 0 0 0 0 0
Aadacl2 0 1 0 0 0 1 4 0 1 0 0 0 1 0 0 2 0
Aadac 0 0 1 3 7 2 17 6 6 0 0 0 1 0 4 5 2
Sucnr1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mbnl1 156 163 234 246 211 138 277 166 123 149 215 406 140 112 205 297 330
P2ry1 16 11 16 25 14 10 20 10 10 9 17 23 17 11 37 29 42
Rap2b 993 901 1087 916 1009 608 1102 699 562 690 1440 1935 672 484 950 1137 1325
Arhgef26 246 234 369 484 439 318 434 354 147 205 381 812 243 158 329 477 470
Dhx36 1805 1792 2263 1718 1506 922 1902 1416 837 1386 2444 3380 1096 957 1791 2683 3172
Gpr149 12 11 21 3 1 1 0 1 0 7 8 1 0 0 0 0 1
Mme 1634 1648 2058 1069 1066 653 808 613 332 966 1646 2643 795 676 795 1061 1183
Plch1 48 67 65 60 75 58 96 61 38 189 358 330 127 100 231 294 354
E130311K13Rik 42 47 73 40 45 18 36 31 14 34 45 63 28 19 27 50 50
Slc33a1 441 489 548 353 333 208 406 268 162 340 593 608 220 210 295 396 454
Gmps 3214 3214 3831 2787 2615 1620 3452 2202 1406 2865 4797 5447 1788 1425 3182 4228 4808
Vmn2r1 4 3 0 1 2 1 1 1 0 3 6 5 3 2 3 3 1
Vmn2r2 3 3 0 1 2 0 0 1 0 0 3 10 0 0 5 1 1
Vmn2r3 4 4 0 5 5 3 2 2 0 0 1 4 0 3 3 3 4
Vmn2r4 3 1 0 1 1 0 0 1 0 0 1 4 0 0 2 0 1
Vmn2r5 0 4 0 0 1 0 1 1 0 0 1 3 0 0 1 0 1
Vmn2r6 0 1 0 0 0 0 0 1 0 0 1 3 0 0 1 0 1
Vmn2r-ps11 0 3 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
Vmn2r7 0 1 0 0 0 0 0 1 0 0 1 3 0 0 1 0 1
Kcnab1 11 14 11 5 4 1 6 3 1 1 5 6 1 4 1 11 14
A730090N16Rik 0 1 0 3 1 1 3 2 2 1 1 1 2 2 6 8 7
Ssr3 4552 4506 5553 4644 4425 2513 5615 3602 2253 3921 6387 8126 2702 2072 4130 5792 6759
4931440P22Rik 19 12 9 4 12 4 11 13 2 7 28 16 4 1 9 8 8
Tiparp 1678 1794 2181 1265 1134 660 1667 1108 684 651 1170 1494 478 375 887 1295 1477
Mir8120 1 0 1 1 0 0 0 1 0 2 0 0 0 0 1 0 1
Lekr1 47 57 74 34 37 31 54 38 31 37 45 54 17 21 33 49 54
Ccnl1 899 967 1185 1311 1184 749 1479 993 640 705 1239 1903 610 487 1004 1395 1438
Veph1 36 29 29 11 13 5 10 11 4 9 11 21 4 2 11 13 7
Ptx3 45 59 55 10 7 0 4 2 3 62 132 27 6 2 11 13 16
Shox2 6 2 12 6 2 2 0 3 2 1 3 4 2 6 6 4 7
Rsrc1 427 393 529 378 376 241 419 281 177 471 854 1014 320 264 561 692 832
Mlf1 53 47 44 26 30 17 34 32 10 49 59 110 36 18 40 67 68
Gfm1 1901 1796 2232 1985 1831 1202 2317 1584 961 1154 2015 2940 1005 779 1623 2038 2333
Lxn 297 311 360 253 233 153 210 123 100 210 346 489 163 110 180 192 241
Rarres1 5 3 5 10 9 10 13 6 7 5 10 8 4 1 13 15 10
Mfsd1 3388 3287 4010 3333 3065 1914 4564 3058 2098 1307 2357 3280 1080 886 1686 2198 2657
Iqcj 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0
Gm21949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Schip1 20 27 24 26 20 15 31 11 9 29 66 92 31 25 63 64 80
Il12a 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0
1110032F04Rik 4 7 1 3 2 3 8 5 7 10 31 25 12 5 26 20 36
Ift80 237 257 349 297 300 163 396 254 150 362 615 825 286 240 470 671 738
Smc4 4653 4460 5510 4179 3877 2306 5262 3468 2013 2894 5145 7232 2267 1944 4076 5809 6507
Mir15b 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
Mir16-2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Trim59 2039 2021 2502 1385 1286 853 2371 1492 939 1750 2926 3505 1070 904 2158 3167 3475
Kpna4 2591 2535 3246 3495 3174 1959 3528 2288 1555 1738 3087 4685 1518 1218 2448 3354 3727
Gm1647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Arl14 0 4 0 0 0 0 3 3 2 1 1 1 1 0 0 0 0
Ppm1l 120 117 153 85 90 60 135 91 73 80 152 194 60 50 75 104 130
B3galnt1 148 140 196 126 147 97 243 141 95 59 120 252 105 67 167 211 262
Nmd3 2222 1987 2462 2611 2417 1424 3168 1943 1390 1610 2442 3967 1249 1038 2177 2885 3190
Sptssb 0 0 0 2 0 1 1 0 1 0 0 1 0 0 0 0 0
Otol1 3 0 4 5 4 0 2 0 1 0 1 8 1 0 4 1 2
Gm6634 7 10 4 0 1 2 3 0 0 1 8 12 5 2 5 7 10
Sis 1 1 1 3 2 0 1 0 3 1 0 2 0 0 2 1 3
Slitrk3 0 0 0 0 0 0 0 0 1 0 0 3 0 0 1 0 0
Gm20754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4930509J09Rik 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Bche 42 51 54 38 25 20 42 38 8 64 91 123 45 39 69 77 102
Gm20356 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Zbbx 21 19 14 23 21 14 36 16 16 1 6 26 10 8 23 35 32
Serpini2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Pdcd10 1361 1285 1635 1334 1256 740 1479 997 656 851 1165 2024 622 542 1150 1537 1709
Serpini1 70 73 61 106 134 63 146 101 58 34 43 219 65 43 116 167 158
2410007B07Rik 542 527 586 898 811 511 1507 770 676 410 669 1596 549 384 1302 1687 1820
Golim4 234 217 277 215 203 137 175 122 80 288 595 728 244 192 301 369 483
Fstl5 7 3 8 22 15 20 12 10 13 1 2 14 8 4 13 13 13
Rapgef2 530 527 666 628 608 384 610 346 253 392 781 1177 377 271 514 648 702
4921511C10Rik 0 0 0 0 0 2 0 1 1 0 0 0 0 1 0 1 2
Gm17359 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
Fnip2 1214 1145 1380 1178 1105 707 1584 913 675 452 847 1375 438 359 942 1181 1402
Ppid 4010 3685 4642 4492 4133 2586 6340 4078 2783 3694 5543 6881 2330 1857 4174 5669 6324
Etfdh 859 808 1084 798 746 461 744 540 347 426 635 1035 365 288 474 644 711
4930579G24Rik 154 170 232 182 185 119 234 125 105 149 258 340 111 84 165 218 239
Rxfp1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1
Tmem144 276 294 348 245 213 141 318 189 117 109 151 127 44 46 48 68 104
Fam198b 416 381 474 442 430 239 537 326 217 311 539 640 244 157 296 403 451
Gria2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 9 8
Glrb 26 16 30 17 22 10 15 10 9 19 28 27 18 4 20 29 44
Pdgfc 177 177 172 270 213 139 454 243 182 120 196 502 201 109 455 562 600
Ctso 25 29 19 10 15 9 18 17 7 16 22 36 7 11 19 22 24
Tdo2 0 0 0 0 2 0 0 0 1 0 0 4 0 0 0 1 0
Asic5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Gucy1b3 16 5 14 6 5 8 10 17 6 5 6 14 7 4 8 23 34
Gucy1a3 2 7 6 1 1 3 1 1 2 0 3 13 2 2 10 5 9
Mir7010 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Map9 233 277 315 363 313 217 350 259 163 197 362 682 243 172 373 492 557
Npy2r 1 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1
Rbm46 18 27 21 27 14 8 52 18 6 4 23 78 19 23 45 68 71
Rbm46os 0 0 0 1 0 0 2 0 0 0 0 2 1 0 0 2 0
Lrat 0 0 1 2 0 2 2 2 1 3 3 11 4 3 10 13 22
Fgg 3 1 6 0 0 0 2 2 1 0 1 1 0 3 5 1 1
Fga 1 0 0 0 2 0 0 0 0 1 0 4 3 0 0 0 0
Fgb 1 1 3 1 6 3 5 1 2 1 6 0 0 0 0 0 0
Plrg1 2007 1982 2200 1838 1734 1089 1798 1203 859 1563 2509 3286 1144 894 1903 2047 2364
1700028M03Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Sfrp2 406 368 400 324 310 247 377 265 198 462 972 799 255 211 453 436 577
Tlr2 292 307 342 319 319 148 105 114 55 183 247 375 131 93 153 181 207
D930015E06Rik 626 627 733 713 701 441 733 419 308 477 976 1486 512 384 895 1039 1151
Mnd1 739 681 808 602 556 335 692 430 379 526 741 971 350 247 722 834 946
Trim2 289 298 391 598 595 348 552 299 227 326 665 1252 417 302 642 861 1008
Gm6525 258 223 278 184 202 100 177 134 128 222 271 360 132 89 315 311 345
4930565D16Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fhdc1 66 68 77 114 131 60 155 105 75 43 71 104 40 31 55 54 74
Arfip1 833 779 973 716 651 414 819 574 396 512 804 1051 357 275 491 685 822
Tigd4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 2 0 0
Tmem154 4 1 12 32 24 15 48 30 25 2 16 22 11 6 25 34 31
Fbxw7 766 714 938 1065 1014 630 1020 702 448 481 944 1816 645 428 924 1178 1275
Dear1 0 0 0 1 0 0 1 0 0 2 0 1 0 1 0 1 0
1700036G14Rik 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
Pet112 248 255 344 235 228 145 313 202 166 211 316 427 145 110 329 373 420
Fam160a1 56 51 78 35 45 30 43 23 15 38 75 115 60 39 65 73 84
Glt28d2 31 25 22 6 11 13 6 11 12 7 29 52 10 11 18 21 26
Prss48 0 3 2 3 1 1 5 3 2 1 0 8 3 3 4 3 8
Sh3d19 1465 1527 1940 1897 1705 1131 2027 1339 828 803 1466 2411 767 617 1218 1480 1813
Rps3a1 30488 29134 34885 27429 23889 14998 27448 17971 13764 24811 35667 44680 14745 11507 25400 30396 33917
